sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,neutral,2638,19,111,5.714,3,0,0,0,1,1,4,0.2105,56.7,7.59,0.14494159647684357
"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",neutral,2639,36,224,6.464,10,0,0,0,0,0,1,0.0278,-14.96,22.3,0.2608993187549692
"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",neutral,2640,28,131,4.7,5,4,0,0,0,0,3,0.1071,64.66,9.46,0.2547938135124727
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",neutral,2641,32,195,6.038,8,2,2,0,0,0,3,0.0938,7.1,18.98,0.27787027072773807
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",neutral,2642,43,246,5.714,10,2,0,0,0,0,3,0.0698,4.14,20.88,0.3223167727278374
The agreement includes application maintenance and support services .,neutral,2643,9,69,7.5,3,0,0,0,0,0,0,0.0,-2.21,15.56,0.12713510221004773
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral,2644,22,134,5.5,8,1,0,0,0,0,1,0.0455,32.43,13.95,0.20342315146094217
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral,2645,24,126,5.053,7,0,0,0,0,0,5,0.2083,36.46,13.39,0.1700728918207116
The annual value of the contracts is estimated at USD 2mn over the next three years .,neutral,2646,17,85,4.333,4,0,2,0,1,0,2,0.1176,63.7,8.35,0.1515991477837408
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,neutral,2647,18,90,4.467,6,0,0,0,0,1,3,0.1667,78.77,4.38,0.10315234996148877
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral,2648,36,217,5.867,7,2,0,0,0,0,5,0.1389,7.19,19.71,0.28317245577419997
"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",neutral,2649,20,89,4.062,6,0,0,0,0,1,1,0.05,75.12,7.0,0.12124272867595905
The bridge is part of the highway 14 development project .,neutral,2650,11,58,5.0,5,0,0,0,0,0,0,0.0,69.79,6.01,0.09201951805058638
The building will house product development and test laboratories .,neutral,2651,10,67,6.333,3,0,0,0,0,0,0,0.0,37.9,10.21,0.10004747906728284
The business area 's net sales were slightly over 2m in 2006 .,neutral,2652,14,62,4.2,3,0,0,0,0,0,2,0.1429,74.81,5.81,0.08392788927400119
The business development initiatives in North America are headed by Lynn Shanahan .,neutral,2653,13,83,5.833,4,0,2,0,0,0,2,0.1538,18.41,13.67,0.13104339035480025
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,2654,29,149,5.045,7,1,4,0,0,0,2,0.069,30.9,14.91,0.21578711985688734
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral,2655,28,162,5.478,5,0,0,0,0,0,4,0.1429,34.02,14.97,0.17357636559580603
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,2656,30,157,4.778,5,0,2,0,0,0,5,0.1667,52.87,12.1,0.1618815880602763
The changes in readership were not significant .,neutral,2657,8,48,5.714,3,0,0,1,0,0,0,0.0,42.62,9.05,0.17321144063059035
The closing of such transaction took place today .,neutral,2658,9,50,5.125,4,0,0,0,0,0,1,0.1111,71.82,5.23,0.07750152181474856
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",neutral,2659,16,80,4.75,4,1,2,0,0,0,1,0.0625,65.73,7.57,0.13154050356539457
The combined capital of these funds is expected to be EUR 100mn-150mn .,neutral,2660,13,71,4.273,4,1,2,0,1,0,1,0.0769,67.76,6.79,0.16316144591035578
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,neutral,2661,30,133,4.0,8,0,0,0,0,2,5,0.1667,76.55,4.65,0.14069352048548997
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",neutral,2662,29,180,5.615,8,2,0,0,0,0,3,0.1034,32.16,15.48,0.2530676019615881
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",neutral,2663,33,186,5.192,9,0,0,0,0,0,3,0.0909,31.54,16.06,0.21482094218967404
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",neutral,2664,39,197,4.963,6,1,0,0,0,0,10,0.2564,71.82,5.23,0.17623934729676008
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral,2665,23,141,5.364,4,0,0,0,0,0,2,0.087,42.22,12.84,0.14592019712159612
The company did not distribute a dividend in 2005 .,neutral,2666,10,51,4.625,2,0,0,1,0,1,1,0.1,56.7,7.59,0.16275614626813753
The company expects its net sales for the whole 2009 to be at previous year levels .,neutral,2667,17,84,4.2,5,1,0,0,0,0,2,0.1176,74.27,6.88,0.13614525488844165
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral,2668,19,83,3.571,6,1,0,0,0,0,2,0.1053,85.07,5.62,0.13959554279094613
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,2669,25,131,4.895,5,0,0,0,1,0,7,0.28,53.39,8.55,0.17459834960743392
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral,2670,22,85,3.118,5,0,0,0,0,1,3,0.1364,98.0,1.16,0.08702441348017294
The company has 120 employees and annual sales of approximately EUR16m .,neutral,2671,13,72,5.2,6,0,0,0,1,0,3,0.2308,26.47,12.3,0.1780978441475353
The company has an annual turnover of EUR32 .8 m.,neutral,2672,10,49,4.429,4,0,0,0,0,0,1,0.1,52.87,8.37,0.09647509658865037
"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",neutral,2673,28,172,5.875,12,0,2,0,0,0,0,0.0,20.33,16.39,0.22615215352315646
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",neutral,2674,25,148,5.95,7,0,0,0,0,0,1,0.04,8.88,16.99,0.19154212631683565
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,neutral,2675,22,102,4.062,5,0,0,0,0,2,4,0.1818,74.02,5.42,0.11013639264683961
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",neutral,2676,26,147,6.211,4,0,0,0,0,0,0,0.0,5.27,17.0,0.17430359505441265
"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",neutral,2677,34,217,5.967,11,2,2,0,0,0,2,0.0588,14.36,18.96,0.30086850200631093
"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",neutral,2678,32,167,4.679,7,1,2,0,0,0,4,0.125,57.79,12.4,0.2079834518174816
The company said that it has agreed to a EUR160m unsecured credit line from lenders .,neutral,2679,17,85,4.2,5,1,0,0,0,0,1,0.0588,61.89,8.35,0.1441205153051083
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",neutral,2680,32,163,4.643,8,2,2,0,0,0,1,0.0312,44.7,13.73,0.24938719781107135
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",neutral,2681,22,116,4.789,6,1,4,0,0,0,0,0.0,58.42,9.83,0.1682502080848738
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,2682,24,130,5.15,5,0,0,0,0,0,3,0.125,38.49,12.86,0.154376944972421
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,neutral,2683,19,100,4.647,7,1,0,0,0,0,1,0.0526,56.97,9.79,0.16862949711786923
The contract is worth some EUR 1 million .,neutral,2684,9,42,4.571,3,0,0,0,0,0,1,0.1111,92.97,2.28,0.05508649109893659
The contract value amounts to EUR 2.4 million .,neutral,2685,9,47,5.0,3,0,0,0,0,0,1,0.1111,71.82,5.23,0.07109126540449215
The credit covers approximately 70 % of the ship 's price .,neutral,2686,12,59,5.25,5,0,0,0,1,0,1,0.0833,61.33,7.19,0.1420260789355993
The customer is cooperative retailer Osuuskauppa Suur-Savo .,neutral,2687,10,60,6.375,3,0,0,0,0,0,1,0.1,-54.07,22.54,0.16694201031728287
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,neutral,2688,28,152,4.72,5,0,0,0,0,0,3,0.1071,24.26,16.33,0.18095483781802824
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral,2689,20,97,4.222,4,0,2,0,0,0,1,0.05,75.77,7.16,0.10929027141100178
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral,2690,24,136,5.238,6,1,0,0,0,0,1,0.0417,40.49,12.83,0.1884022187437885
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,2691,26,161,5.583,10,2,0,0,0,0,0,0.0,20.33,16.39,0.2650112272659511
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",neutral,2692,27,138,4.4,8,3,1,0,0,0,2,0.0741,56.25,11.62,0.25602757046934005
"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral,2693,17,85,4.5,4,1,2,0,1,0,2,0.1176,73.17,6.78,0.17085913042262968
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,neutral,2694,17,95,5.0,6,0,2,0,0,0,3,0.1765,53.12,9.82,0.13072825435425361
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral,2695,21,111,4.588,5,0,0,0,0,2,3,0.1429,65.56,6.6,0.11460031787293778
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral,2696,16,98,6.5,6,0,0,0,0,0,2,0.125,-1.59,16.71,0.16617091221924074
The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,neutral,2697,28,125,3.625,9,1,0,0,0,1,3,0.1071,97.43,1.91,0.1561401342923872
"The Division also includes joint sales , marketing and controlling functions for these units .",neutral,2698,15,94,6.0,4,0,0,0,0,0,1,0.0667,43.96,10.36,0.11696146004149273
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral,2699,14,76,5.091,5,0,0,0,1,0,3,0.2143,69.99,6.73,0.14340638820562512
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",neutral,2700,41,206,4.389,6,2,2,0,0,0,7,0.1707,69.56,8.28,0.2244404030945637
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",neutral,2701,46,241,4.55,8,2,2,0,0,0,9,0.1957,74.54,5.6,0.2324109078401411
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",neutral,2702,46,225,4.15,9,2,2,0,0,0,9,0.1957,82.23,4.52,0.23296178925039754
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",neutral,2703,49,297,5.378,9,1,0,0,0,0,6,0.1224,5.66,23.9,0.3161411941276585
The electricity requirement of networks will grow with the new mobile generation .,neutral,2704,13,82,5.75,3,0,0,0,0,0,0,0.0,32.5,11.71,0.11399945338898827
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral,2705,21,119,5.75,6,0,0,0,2,0,2,0.0952,28.77,13.72,0.24297237983874975
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,neutral,2706,15,85,5.077,4,0,2,0,1,1,2,0.1333,37.46,11.26,0.1635109392081594
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,2707,44,266,5.59,9,1,0,0,0,0,1,0.0227,2.39,22.61,0.2994525737303717
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,2708,25,127,4.524,6,0,4,0,0,0,4,0.16,58.43,10.82,0.1516574775454681
The estimated annual value of the frame agreement is about EUR 50mn .,neutral,2709,13,69,4.727,4,0,0,0,2,0,1,0.0769,46.61,9.74,0.19305510910480025
The estimated value of the deal is USD 9.2 million .,neutral,2710,11,52,4.222,4,0,0,0,1,0,1,0.0909,69.79,6.01,0.12727592830699663
The EUR17m contract includes both design and construction works .,neutral,2711,11,65,5.556,3,0,0,0,0,0,1,0.0909,56.7,7.59,0.08777105384118467
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",neutral,2712,41,239,5.27,8,2,0,0,0,0,6,0.1463,13.8,20.53,0.30372141938729874
The expanded company will continue to be called NewPage .,neutral,2713,10,57,5.222,2,1,1,0,0,0,1,0.1,47.3,8.9,0.1143077955736931
The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral,2714,15,81,4.769,6,1,2,0,0,0,1,0.0667,47.6,10.1,0.15614916036200557
The expansion is to be finalized in the autumn of 2009 .,neutral,2715,12,56,4.0,5,1,1,0,0,0,1,0.0833,72.62,5.86,0.12092147824115485
The expansion will be delivered in the fourth quarter of 2006 .,neutral,2716,12,63,4.7,4,0,2,0,0,0,1,0.0833,72.62,5.86,0.08673344405312067
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,neutral,2717,31,151,4.25,7,0,0,0,0,0,6,0.1935,70.46,5.75,0.14218913051580204
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral,2718,34,169,4.31,7,1,2,0,0,0,3,0.0882,71.03,7.2,0.18364761525417414
The figure does not include food exports from Finland .,neutral,2719,10,55,5.0,3,0,0,1,0,0,1,0.1,75.5,4.96,0.1548977394839495
